datetime,version,stock_code,stock_name,entry_mode,decision,reason,score,current_price,high_gap,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_reason,pre_entry_type,first_75_to_pre_entry_sec,pre_history_rule,first_signal_time,first_signal_price,confirm_delay_sec,confirm_rise_pct,confirm_observation_status,confirm_observation_reason
2026-08-25 09:09:29.277,v1.6.3,041190,우리기술투자,BASE,ENTER,75_SCORE,82,6660.0,0.0,530.4020292758942,35,2.382782475019216,15.4376859664917,2.147239263803681,30.633468866348267,2.4615384615384617,61.54382801055908,2.936630602782071,123.52008175849915,4.552590266875981,186.7976939678192,2.6194144838212634,294.1496071815491,-0.45801526717557256,30.633468866348267,-0.7633587786259541,61.54382801055908,-1.2213740458015268,123.52008175849915,-2.7480916030534353,186.7976939678192,,,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,20260825_041190_E001,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,2026-08-25 09:09:22.997,6660.0,82.0,PASS,PASS,,,,,,,,,
2026-08-25 09:09:29.283,v1.6.3,041190,우리기술투자,PRE_HISTORY,ENTER,PASS,82,6660.0,0.0,530.4020292758942,35,2.382782475019216,15.4376859664917,2.147239263803681,30.633468866348267,2.4615384615384617,61.54382801055908,2.936630602782071,123.52008175849915,4.552590266875981,186.7976939678192,2.6194144838212634,294.1496071815491,-0.45801526717557256,30.633468866348267,-0.7633587786259541,61.54382801055908,-1.2213740458015268,123.52008175849915,-2.7480916030534353,186.7976939678192,,,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,20260825_041190_E001,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,2026-08-25 09:09:22.997,6660.0,82.0,PASS,PASS,FIRST_75_PASS,0.0,PASS,,,,,,
2026-08-25 09:09:29.288,v1.6.3,041190,우리기술투자,LIVE_FILTER_SHADOW,ENTER,PASS,82,6660.0,0.0,530.4020292758942,35,2.382782475019216,15.4376859664917,2.147239263803681,30.633468866348267,2.4615384615384617,61.54382801055908,2.936630602782071,123.52008175849915,4.552590266875981,186.7976939678192,2.6194144838212634,294.1496071815491,-0.45801526717557256,30.633468866348267,-0.7633587786259541,61.54382801055908,-1.2213740458015268,123.52008175849915,-2.7480916030534353,186.7976939678192,,,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,20260825_041190_E001,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,2026-08-25 09:09:22.997,6660.0,82.0,PASS,PASS,,,,,,,,,
2026-08-25 09:09:29.294,v1.6.3,041190,우리기술투자,CONFIRM,PENDING,FIRST_75_SIGNAL,82,6660.0,0.0,530.4020292758942,35,2.382782475019216,15.4376859664917,2.147239263803681,30.633468866348267,2.4615384615384617,61.54382801055908,2.936630602782071,123.52008175849915,4.552590266875981,186.7976939678192,2.6194144838212634,294.1496071815491,-0.45801526717557256,30.633468866348267,-0.7633587786259541,61.54382801055908,-1.2213740458015268,123.52008175849915,-2.7480916030534353,186.7976939678192,,,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,20260825_041190_E001,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,2026-08-25 09:09:22.997,6660.0,82.0,PASS,PASS,,,,2026-08-25 09:09:22.997,6660.0,,,PENDING,FIRST_75_SIGNAL
2026-08-25 09:09:44.972,v1.6.3,041190,우리기술투자,CONFIRM,SKIP,RISE_BELOW_CONFIRM,79,6660.0,0.0,546.3247129917145,36,0.0,15.922683715820312,2.382782475019216,31.36036968231201,1.9908116385911179,62.39523887634277,2.4615384615384617,124.2812602519989,3.9001560062402496,187.04702711105347,3.4161490683229814,294.3079080581665,-0.6870229007633588,31.36036968231201,-0.3053435114503817,62.39523887634277,-0.7633587786259541,124.2812602519989,-2.1374045801526718,187.04702711105347,,,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,20260825_041190_E001,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,2026-08-25 09:09:22.997,6660.0,82.0,PASS,PASS,,,,2026-08-25 09:09:22.997,6660.0,21.974529,0.0,EVALUABLE,SCORED
2026-08-25 09:27:21.471,v1.6.3,000720,현대건설,BASE,ENTER,75_SCORE,78,112600.0,0.1773049645390071,589.4357855319977,39,0.26714158504007124,15.677197217941284,0.6255585344057194,31.529913663864136,0.7155635062611807,62.808213233947754,1.0771992818671454,125.37390565872192,1.8083182640144666,187.2867727279663,3.2080659945004584,296.3207621574402,0.08801925025329281,31.529913663864136,-0.001266464032421477,62.808213233947754,-0.3584093211752786,125.37390565872192,,,,,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,20260825_000720_E001,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,2026-08-25 09:27:14.095,112600.0,78.0,PASS,PASS,,,,,,,,,
2026-08-25 09:27:21.477,v1.6.3,000720,현대건설,PRE_HISTORY,ENTER,PASS,78,112600.0,0.1773049645390071,589.4357855319977,39,0.26714158504007124,15.677197217941284,0.6255585344057194,31.529913663864136,0.7155635062611807,62.808213233947754,1.0771992818671454,125.37390565872192,1.8083182640144666,187.2867727279663,3.2080659945004584,296.3207621574402,0.08801925025329281,31.529913663864136,-0.001266464032421477,62.808213233947754,-0.3584093211752786,125.37390565872192,,,,,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,20260825_000720_E001,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,2026-08-25 09:27:14.095,112600.0,78.0,PASS,PASS,FIRST_75_PASS,0.0,PASS,,,,,,
2026-08-25 09:27:21.483,v1.6.3,000720,현대건설,LIVE_FILTER_SHADOW,ENTER,PASS,78,112600.0,0.1773049645390071,589.4357855319977,39,0.26714158504007124,15.677197217941284,0.6255585344057194,31.529913663864136,0.7155635062611807,62.808213233947754,1.0771992818671454,125.37390565872192,1.8083182640144666,187.2867727279663,3.2080659945004584,296.3207621574402,0.08801925025329281,31.529913663864136,-0.001266464032421477,62.808213233947754,-0.3584093211752786,125.37390565872192,,,,,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,20260825_000720_E001,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,2026-08-25 09:27:14.095,112600.0,78.0,PASS,PASS,,,,,,,,,
2026-08-25 09:27:21.488,v1.6.3,000720,현대건설,CONFIRM,PENDING,FIRST_75_SIGNAL,78,112600.0,0.1773049645390071,589.4357855319977,39,0.26714158504007124,15.677197217941284,0.6255585344057194,31.529913663864136,0.7155635062611807,62.808213233947754,1.0771992818671454,125.37390565872192,1.8083182640144666,187.2867727279663,3.2080659945004584,296.3207621574402,0.08801925025329281,31.529913663864136,-0.001266464032421477,62.808213233947754,-0.3584093211752786,125.37390565872192,,,,,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,20260825_000720_E001,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,2026-08-25 09:27:14.095,112600.0,78.0,PASS,PASS,,,,2026-08-25 09:27:14.095,112600.0,,,PENDING,FIRST_75_SIGNAL
2026-08-25 09:27:37.279,v1.6.3,000720,현대건설,CONFIRM,SKIP,RISE_BELOW_CONFIRM,75,111800.0,0.8865248226950355,589.9377927780151,39,-0.7104795737122558,15.98466444015503,-0.44523597506678536,31.661861658096313,0.08952551477170993,63.06682586669922,0.8115419296663661,126.14740347862244,1.1764705882352942,172.46422147750854,2.2872827081427265,296.48174381256104,0.8865248226950355,31.661861658096313,0.6186676798378927,63.06682586669922,-0.09561803444782158,126.14740347862244,0.2615248226950355,157.16059684753418,,,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,20260825_000720_E001,2026-08-25 09:24:52.919,111300.0,64.0,141.175932,2026-08-25 09:27:14.095,112600.0,78.0,PASS,PASS,,,,2026-08-25 09:27:14.095,112600.0,23.18432,-0.7104795737122558,EVALUABLE,SCORED
2026-08-25 09:31:59.310,v1.6.3,052690,한전기술,BASE,ENTER,75_SCORE,76,100500.0,0.0,590.4715497493744,39,0.9036144578313252,15.942414283752441,1.7206477732793521,31.25165629386902,2.6557711950970377,61.870646238327026,3.5015447991761075,124.49330115318298,3.8223140495867765,186.690087556839,3.9296794208893484,294.7645208835602,-0.10111223458038424,31.25165629386902,-0.9109311740890688,61.870646238327026,-1.7206477732793521,124.49330115318298,-2.0242914979757085,186.690087556839,-2.1255060728744937,294.7645208835602,2026-08-25 09:02:22.571,98600.0,67.0,1770.611401,20260825_052690_E002,2026-08-25 09:26:27.013,96300.0,60.0,326.169485,2026-08-25 09:31:53.182,100500.0,76.0,PASS,PASS,,,,,,,,,
2026-08-25 09:31:59.315,v1.6.3,052690,한전기술,PRE_HISTORY,ENTER,PASS,76,100500.0,0.0,590.4715497493744,39,0.9036144578313252,15.942414283752441,1.7206477732793521,31.25165629386902,2.6557711950970377,61.870646238327026,3.5015447991761075,124.49330115318298,3.8223140495867765,186.690087556839,3.9296794208893484,294.7645208835602,-0.10111223458038424,31.25165629386902,-0.9109311740890688,61.870646238327026,-1.7206477732793521,124.49330115318298,-2.0242914979757085,186.690087556839,-2.1255060728744937,294.7645208835602,2026-08-25 09:02:22.571,98600.0,67.0,1770.611401,20260825_052690_E002,2026-08-25 09:26:27.013,96300.0,60.0,326.169485,2026-08-25 09:31:53.182,100500.0,76.0,PASS,PASS,FIRST_75_PASS,0.0,PASS,,,,,,
2026-08-25 09:31:59.321,v1.6.3,052690,한전기술,CONFIRM,PENDING,FIRST_75_SIGNAL,76,100500.0,0.0,590.4715497493744,39,0.9036144578313252,15.942414283752441,1.7206477732793521,31.25165629386902,2.6557711950970377,61.870646238327026,3.5015447991761075,124.49330115318298,3.8223140495867765,186.690087556839,3.9296794208893484,294.7645208835602,-0.10111223458038424,31.25165629386902,-0.9109311740890688,61.870646238327026,-1.7206477732793521,124.49330115318298,-2.0242914979757085,186.690087556839,-2.1255060728744937,294.7645208835602,2026-08-25 09:02:22.571,98600.0,67.0,1770.611401,20260825_052690_E002,2026-08-25 09:26:27.013,96300.0,60.0,326.169485,2026-08-25 09:31:53.182,100500.0,76.0,PASS,PASS,,,,2026-08-25 09:31:53.182,100500.0,,,PENDING,FIRST_75_SIGNAL
2026-08-25 09:32:14.841,v1.6.3,052690,한전기술,CONFIRM,ENTER,PASS,76,100800.0,0.19801980198019803,590.6933536529541,39,0.2985074626865672,15.28526782989502,1.2048192771084338,31.22768211364746,2.5432349949135302,61.65752410888672,3.810504634397528,123.91990113258362,3.917525773195876,186.3140835762024,3.810504634397528,294.3725914955139,0.19801980198019803,31.22768211364746,-0.3080530725137291,61.65752410888672,-1.5226279712991542,123.91990113258362,-1.6238425461979396,186.3140835762024,-1.5226279712991542,294.3725914955139,2026-08-25 09:02:22.571,98600.0,67.0,1770.611401,20260825_052690_E002,2026-08-25 09:26:27.013,96300.0,60.0,326.169485,2026-08-25 09:31:53.182,100500.0,76.0,PASS,PASS,,,,2026-08-25 09:31:53.182,100500.0,21.658332,0.2985074626865672,EVALUABLE,SCORED
2026-08-25 09:32:46.231,v1.6.3,034020,두산에너빌리티,BASE,ENTER,75_SCORE,79,77100.0,0.1295336787564767,590.3552978038788,39,0.6527415143603132,15.792903900146484,0.9162303664921465,31.193957567214966,0.5215123859191656,62.42163968086243,2.119205298013245,123.89877462387085,2.2546419098143233,186.63602828979492,2.8000000000000003,294.3670003414154,,,-0.0006746545768566148,62.42163968086243,,,,,,,2026-08-25 09:31:37.240,76700.0,74.0,62.421639,20260825_034020_E002,2026-08-25 09:32:39.662,77100.0,79.0,0.0,2026-08-25 09:32:39.662,77100.0,79.0,PASS,PASS,,,,,,,,,
2026-08-25 09:32:46.244,v1.6.3,034020,두산에너빌리티,PRE_HISTORY,ENTER,PASS,79,77100.0,0.1295336787564767,590.3552978038788,39,0.6527415143603132,15.792903900146484,0.9162303664921465,31.193957567214966,0.5215123859191656,62.42163968086243,2.119205298013245,123.89877462387085,2.2546419098143233,186.63602828979492,2.8000000000000003,294.3670003414154,,,-0.0006746545768566148,62.42163968086243,,,,,,,2026-08-25 09:31:37.240,76700.0,74.0,62.421639,20260825_034020_E002,2026-08-25 09:32:39.662,77100.0,79.0,0.0,2026-08-25 09:32:39.662,77100.0,79.0,PASS,PASS,FIRST_75_PASS,0.0,PASS,,,,,,
2026-08-25 09:32:46.259,v1.6.3,034020,두산에너빌리티,CONFIRM,PENDING,FIRST_75_SIGNAL,79,77100.0,0.1295336787564767,590.3552978038788,39,0.6527415143603132,15.792903900146484,0.9162303664921465,31.193957567214966,0.5215123859191656,62.42163968086243,2.119205298013245,123.89877462387085,2.2546419098143233,186.63602828979492,2.8000000000000003,294.3670003414154,,,-0.0006746545768566148,62.42163968086243,,,,,,,2026-08-25 09:31:37.240,76700.0,74.0,62.421639,20260825_034020_E002,2026-08-25 09:32:39.662,77100.0,79.0,0.0,2026-08-25 09:32:39.662,77100.0,79.0,PASS,PASS,,,,2026-08-25 09:32:39.662,77100.0,,,PENDING,FIRST_75_SIGNAL
2026-08-25 09:33:01.684,v1.6.3,034020,두산에너빌리티,CONFIRM,SKIP,RISE_BELOW_CONFIRM,85,77000.0,0.2590673575129534,590.0515995025635,39,-0.12970168612191957,15.053177833557129,0.5221932114882507,30.846081733703613,0.6535947712418301,61.532403230667114,1.58311345646438,123.40304946899414,2.257636122177955,186.0257043838501,2.803738317757009,294.2252531051636,0.1295336787564767,15.053177833557129,0.12885902417962009,77.47481751441956,,,,,,,2026-08-25 09:31:37.240,76700.0,74.0,62.421639,20260825_034020_E002,2026-08-25 09:32:39.662,77100.0,79.0,0.0,2026-08-25 09:32:39.662,77100.0,79.0,PASS,PASS,,,,2026-08-25 09:32:39.662,77100.0,22.02237,-0.12970168612191957,EVALUABLE,SCORED
2026-08-25 10:30:39.804,v1.6.3,047040,대우건설,BASE,ENTER,75_SCORE,79,16560.0,0.7194244604316548,588.4192595481873,39,0.24213075060532688,15.277421474456787,0.48543689320388345,31.214502573013306,0.48543689320388345,62.46656036376953,1.1606597434331094,124.02267670631409,1.346389228886169,186.29044914245605,2.096177558569667,294.7616353034973,,,,,,,,,,,2026-08-25 10:02:52.038,16540.0,63.0,1659.167969,20260825_047040_E003,2026-08-25 10:30:31.205,16560.0,79.0,0.0,2026-08-25 10:30:31.205,16560.0,79.0,FAIL,NO_60S_HIGH_GAP,,,,,,,,,
2026-08-25 10:30:39.811,v1.6.3,047040,대우건설,PRE_HISTORY,SKIP,NO_60S_HIGH_GAP,79,16560.0,0.7194244604316548,588.4192595481873,39,0.24213075060532688,15.277421474456787,0.48543689320388345,31.214502573013306,0.48543689320388345,62.46656036376953,1.1606597434331094,124.02267670631409,1.346389228886169,186.29044914245605,2.096177558569667,294.7616353034973,,,,,,,,,,,2026-08-25 10:02:52.038,16540.0,63.0,1659.167969,20260825_047040_E003,2026-08-25 10:30:31.205,16560.0,79.0,0.0,2026-08-25 10:30:31.205,16560.0,79.0,FAIL,NO_60S_HIGH_GAP,,,NO_60S_HIGH_GAP,,,,,,
2026-08-25 10:30:39.818,v1.6.3,047040,대우건설,CONFIRM,PENDING,FIRST_75_SIGNAL,79,16560.0,0.7194244604316548,588.4192595481873,39,0.24213075060532688,15.277421474456787,0.48543689320388345,31.214502573013306,0.48543689320388345,62.46656036376953,1.1606597434331094,124.02267670631409,1.346389228886169,186.29044914245605,2.096177558569667,294.7616353034973,,,,,,,,,,,2026-08-25 10:02:52.038,16540.0,63.0,1659.167969,20260825_047040_E003,2026-08-25 10:30:31.205,16560.0,79.0,0.0,2026-08-25 10:30:31.205,16560.0,79.0,FAIL,NO_60S_HIGH_GAP,,,,2026-08-25 10:30:31.205,16560.0,,,PENDING,FIRST_75_SIGNAL
2026-08-25 10:30:56.102,v1.6.3,047040,대우건설,CONFIRM,SKIP,SCORE_BELOW_75,60,16550.0,0.7793764988009593,589.0656607151031,39,-0.06038647342995169,15.880810260772705,0.18159806295399517,31.158231735229492,0.5467800729040098,62.61613082885742,0.9762050030506406,124.6138768196106,1.0995723885155773,186.82851767539978,2.0974706971005554,294.8238523006439,0.05995203836930452,15.880810260772705,,,,,,,,,2026-08-25 10:02:52.038,16540.0,63.0,1659.167969,20260825_047040_E003,2026-08-25 10:30:31.205,16560.0,79.0,0.0,2026-08-25 10:30:31.205,16560.0,79.0,FAIL,NO_60S_HIGH_GAP,,,,2026-08-25 10:30:31.205,16560.0,24.896499,-0.06038647342995169,EVALUABLE,SCORED
2026-08-25 10:34:52.507,v1.6.3,403870,HPSP,BASE,ENTER,75_SCORE,86,46200.0,0.3236245954692557,589.5800318717957,39,0.43478260869565216,15.631303310394287,0.6535947712418301,30.88233256340027,0.43478260869565216,62.106098651885986,0.7633587786259541,125.06939721107483,0.544069640914037,187.40223145484924,1.2048192771084338,296.3431384563446,,,,,,,,,,,2026-08-25 10:08:48.872,46100.0,63.0,1551.941218,20260825_403870_E003,2026-08-25 10:34:40.813,46200.0,86.0,0.0,2026-08-25 10:34:40.813,46200.0,86.0,FAIL,NO_60S_HIGH_GAP,,,,,,,,,
2026-08-25 10:34:52.536,v1.6.3,403870,HPSP,PRE_HISTORY,SKIP,NO_60S_HIGH_GAP,86,46200.0,0.3236245954692557,589.5800318717957,39,0.43478260869565216,15.631303310394287,0.6535947712418301,30.88233256340027,0.43478260869565216,62.106098651885986,0.7633587786259541,125.06939721107483,0.544069640914037,187.40223145484924,1.2048192771084338,296.3431384563446,,,,,,,,,,,2026-08-25 10:08:48.872,46100.0,63.0,1551.941218,20260825_403870_E003,2026-08-25 10:34:40.813,46200.0,86.0,0.0,2026-08-25 10:34:40.813,46200.0,86.0,FAIL,NO_60S_HIGH_GAP,,,NO_60S_HIGH_GAP,,,,,,
2026-08-25 10:34:52.554,v1.6.3,403870,HPSP,CONFIRM,PENDING,FIRST_75_SIGNAL,86,46200.0,0.3236245954692557,589.5800318717957,39,0.43478260869565216,15.631303310394287,0.6535947712418301,30.88233256340027,0.43478260869565216,62.106098651885986,0.7633587786259541,125.06939721107483,0.544069640914037,187.40223145484924,1.2048192771084338,296.3431384563446,,,,,,,,,,,2026-08-25 10:08:48.872,46100.0,63.0,1551.941218,20260825_403870_E003,2026-08-25 10:34:40.813,46200.0,86.0,0.0,2026-08-25 10:34:40.813,46200.0,86.0,FAIL,NO_60S_HIGH_GAP,,,,2026-08-25 10:34:40.813,46200.0,,,PENDING,FIRST_75_SIGNAL
2026-08-25 10:35:04.718,v1.6.3,403870,HPSP,CONFIRM,SKIP,SCORE_BELOW_75,67,46150.0,0.4314994606256742,589.7884011268616,39,-0.10822510822510822,15.229843616485596,0.32608695652173914,30.861146926879883,0.32608695652173914,61.65293765068054,0.7641921397379913,124.41514110565186,0.4352557127312296,186.68099284172058,1.2061403508771928,296.0521640777588,0.10787486515641848,15.229843616485596,,,,,,,,,2026-08-25 10:08:48.872,46100.0,63.0,1551.941218,20260825_403870_E003,2026-08-25 10:34:40.813,46200.0,86.0,0.0,2026-08-25 10:34:40.813,46200.0,86.0,FAIL,NO_60S_HIGH_GAP,,,,2026-08-25 10:34:40.813,46200.0,23.904586,-0.10822510822510822,EVALUABLE,SCORED
